,CelularPraAcessar,ComputadorPraAcessar,RendaPerCapita,TemCelular,TemComputador
1944,Sim,2.0,2900.0,2.0,1.0
1945,Sim,2.0,2850.0,2.0,1.0
1952,Sim,2.0,4900.0,2.0,1.0
1953,Sim,2.0,400.0,2.0,1.0
1954,Sim,2.0,894.0,2.0,1.0
1960,Sim,2.0,1600.0,2.0,1.0
1961,Não,2.0,1229.0,2.0,1.0
1967,Sim,2.0,296.0,2.0,1.0
1972,Sim,2.0,1894.0,2.0,1.0
1977,Sim,2.0,877.0,2.0,1.0
1982,Sim,2.0,929.0,2.0,1.0
1985,Sim,2.0,4144.0,2.0,1.0
1995,Sim,2.0,3433.0,2.0,1.0
2001,Sem Informação,missing,1277.0,2.0,1.0
2005,Sem Informação,missing,2450.0,2.0,1.0
2006,Sim,2.0,2135.0,2.0,1.0
2007,Sem Informação,missing,1019.0,2.0,1.0
2010,Sim,2.0,2047.0,2.0,1.0
2012,Sim,2.0,1250.0,2.0,1.0
2015,Sim,2.0,1000.0,2.0,1.0
2022,Sim,2.0,1500.0,2.0,1.0
2026,Sim,2.0,757.0,2.0,1.0
2030,Não,2.0,1182.0,2.0,1.0
2034,Não,2.0,394.0,2.0,1.0
2036,Sim,2.0,500.0,2.0,1.0
2049,Sim,2.0,526.0,2.0,1.0
2054,Não,2.0,999999999999.0,2.0,1.0
2058,Sim,2.0,1576.0,2.0,1.0
2059,Sim,2.0,999999999999.0,2.0,1.0
2065,Sim,2.0,502.0,2.0,1.0
2068,Sim,2.0,2950.0,2.0,1.0
2069,Sim,4.0,5000.0,2.0,1.0
2071,Não,2.0,994.0,2.0,1.0
2073,Sim,2.0,2033.0,2.0,1.0
2079,Sim,2.0,345.0,2.0,1.0
2081,Sim,2.0,2100.0,2.0,1.0
2084,Sim,2.0,320.0,2.0,1.0
2091,Sim,2.0,1666.0,2.0,1.0
2097,Sim,2.0,5000.0,2.0,1.0
2099,Sim,2.0,683.0,2.0,1.0
2104,Sim,2.0,2894.0,2.0,1.0
2105,Não,2.0,3180.0,2.0,1.0
2108,Sim,2.0,788.0,2.0,1.0
2114,Sim,2.0,1975.0,2.0,1.0
2115,Sim,2.0,500.0,2.0,1.0
2117,Sim,2.0,999999999999.0,2.0,1.0
2118,Sim,2.0,999999999999.0,2.0,1.0
2122,Sim,2.0,1500.0,2.0,1.0
2130,Sem Informação,missing,247.0,2.0,1.0
2134,Sim,2.0,394.0,2.0,1.0
2139,Não,2.0,788.0,2.0,1.0
2140,Sim,2.0,315.0,2.0,1.0
2142,Sim,4.0,266.0,2.0,1.0
2143,Não,2.0,1000.0,2.0,1.0
2145,Sim,2.0,2000.0,2.0,1.0
2148,Sim,2.0,175.0,2.0,1.0
2150,Sim,2.0,529.0,2.0,1.0
2152,Sim,2.0,3000.0,2.0,1.0
2153,Sim,2.0,2750.0,2.0,1.0
2155,Sem Informação,missing,255.0,2.0,1.0
2165,Sim,4.0,544.0,2.0,1.0
2166,Sim,2.0,250.0,2.0,1.0
2174,Sim,2.0,950.0,2.0,1.0
2177,Não,2.0,394.0,2.0,1.0
2181,Sim,4.0,1000.0,2.0,1.0
2184,Sem Informação,missing,300.0,2.0,1.0
2185,Sim,2.0,395.0,2.0,1.0
2186,Sim,2.0,393.0,2.0,1.0
2195,Não,2.0,461.0,2.0,1.0
2217,Não,2.0,750.0,2.0,1.0
2243,Sim,2.0,283.0,2.0,1.0
2244,Sim,2.0,2000.0,2.0,1.0
2251,Sem Informação,missing,220.0,2.0,1.0
2252,Sim,2.0,290.0,2.0,1.0
2255,Sim,2.0,650.0,2.0,1.0
2257,Sim,2.0,1700.0,2.0,1.0
2260,Sem Informação,missing,1397.0,2.0,1.0
2273,Sem Informação,missing,500.0,2.0,1.0
2325,Sim,4.0,375.0,2.0,1.0
2326,Sim,2.0,270.0,2.0,1.0
2328,Sem Informação,missing,286.0,2.0,1.0
2330,Sim,2.0,1000.0,2.0,1.0
2333,Não,2.0,544.0,2.0,1.0
2336,Sim,2.0,7000.0,2.0,1.0
2340,Não,2.0,3288.0,2.0,1.0
2347,Não,2.0,1400.0,2.0,1.0
2352,Sim,2.0,540.0,2.0,1.0
2354,Sim,4.0,366.0,2.0,1.0
2375,Sim,2.0,850.0,2.0,1.0
2400,Sem Informação,missing,468.0,2.0,1.0
2408,Sim,2.0,642.0,2.0,1.0
2411,Não,2.0,1462.0,2.0,1.0
2412,Não,2.0,469.0,2.0,1.0
2413,Sim,2.0,600.0,2.0,1.0
2416,Sim,2.0,513.0,2.0,1.0
2425,Sem Informação,missing,849.0,2.0,1.0
2443,Não,2.0,1550.0,2.0,1.0
2444,Não,2.0,645.0,2.0,1.0
2474,Sim,2.0,544.0,2.0,1.0
2475,Sem Informação,missing,1400.0,2.0,1.0
2489,Sem Informação,missing,1380.0,2.0,1.0
2491,Sem Informação,missing,2300.0,2.0,1.0
2495,Sim,2.0,3333.0,2.0,1.0
2498,Sim,2.0,1700.0,2.0,1.0
2506,Sim,2.0,676.0,2.0,1.0
2517,Sem Informação,missing,471.0,2.0,1.0
2544,Sem Informação,missing,494.0,2.0,1.0
2551,Não,2.0,1000.0,2.0,1.0
2561,Sim,2.0,1750.0,2.0,1.0
2570,Sim,4.0,1544.0,2.0,1.0
2571,Sim,2.0,1500.0,2.0,1.0
2576,Não,2.0,347.0,2.0,1.0
2580,Sim,2.0,300.0,2.0,1.0
2582,Sim,2.0,1150.0,2.0,1.0
2586,Sim,2.0,300.0,2.0,1.0
2624,Sim,2.0,2250.0,2.0,1.0
2627,Sim,2.0,1250.0,2.0,1.0
2636,Sem Informação,missing,250.0,2.0,1.0
2646,Sim,2.0,2875.0,2.0,1.0
2648,Sim,2.0,3000.0,2.0,1.0
2650,Sim,2.0,697.0,2.0,1.0
2651,Sim,2.0,1091.0,2.0,1.0
2652,Sim,2.0,34900.0,2.0,1.0
2653,Sim,2.0,444.0,2.0,1.0
2657,Sim,2.0,655.0,2.0,1.0
2659,Sim,2.0,995.0,2.0,1.0
2665,Sim,2.0,3333.0,2.0,1.0
2670,Sim,2.0,125.0,2.0,1.0
2673,Sim,2.0,697.0,2.0,1.0
2676,Sim,2.0,908.0,2.0,1.0
2679,Sim,2.0,400.0,2.0,1.0
2680,Não,2.0,161.0,2.0,1.0
2687,Sim,4.0,372.0,2.0,1.0
2704,Não,2.0,1192.0,2.0,1.0
2727,Sim,2.0,940.0,2.0,1.0
2728,Sim,2.0,760.0,2.0,1.0
2729,Sim,2.0,914.0,2.0,1.0
2732,Sim,2.0,2000.0,2.0,1.0
2733,Não,2.0,5750.0,2.0,1.0
2743,Sim,2.0,750.0,2.0,1.0
2745,Não,2.0,1260.0,2.0,1.0
2754,Sim,2.0,447.0,2.0,1.0
2759,Sim,2.0,515.0,2.0,1.0
2762,Sem Informação,missing,1483.0,2.0,1.0
2771,Sem Informação,missing,525.0,2.0,1.0
2781,Não,2.0,437.0,2.0,1.0
2785,Sem Informação,missing,260.0,2.0,1.0
2787,Sim,4.0,575.0,2.0,1.0
2807,Não,2.0,1500.0,2.0,1.0
2812,Sim,2.0,400.0,2.0,1.0
2817,Sem Informação,missing,125.0,2.0,1.0
2818,Sim,2.0,530.0,2.0,1.0
2822,Sim,2.0,983.0,2.0,1.0
2823,Sim,2.0,2450.0,2.0,1.0
2824,Sim,2.0,1300.0,2.0,1.0
2825,Sim,2.0,715.0,2.0,1.0
2826,Sim,2.0,550.0,2.0,1.0
2829,Sim,2.0,2500.0,2.0,1.0
2832,Sim,2.0,2333.0,2.0,1.0
2834,Sim,2.0,1000.0,2.0,1.0
2835,Sim,2.0,1000.0,2.0,1.0
2836,Sim,2.0,1400.0,2.0,1.0
2837,Sim,2.0,500.0,2.0,1.0
2838,Não,2.0,1025.0,2.0,1.0
2844,Sim,2.0,1500.0,2.0,1.0
2845,Sem Informação,missing,1000.0,2.0,1.0
2847,Sim,4.0,11500.0,2.0,1.0
2848,Sim,2.0,750.0,2.0,1.0
2851,Sim,2.0,3650.0,2.0,1.0
2852,Sim,4.0,250.0,2.0,1.0
2854,Sim,2.0,1068.0,2.0,1.0
2855,Sem Informação,missing,611.0,2.0,1.0
2858,Sim,2.0,883.0,2.0,1.0
2894,Sim,2.0,766.0,2.0,1.0
2907,Sim,2.0,7500.0,2.0,1.0
2909,Sim,4.0,600.0,2.0,1.0
2915,Sim,2.0,325.0,2.0,1.0
2917,Sim,2.0,1300.0,2.0,1.0
2921,Sim,2.0,1250.0,2.0,1.0
2925,Sim,2.0,700.0,2.0,1.0
2928,Sim,2.0,1060.0,2.0,1.0
2930,Sim,2.0,1000.0,2.0,1.0
2932,Sim,2.0,5135.0,2.0,1.0
2934,Sim,2.0,2000.0,2.0,1.0
2938,Sim,2.0,2072.0,2.0,1.0
2942,Sim,2.0,1000.0,2.0,1.0
2948,Sim,2.0,2000.0,2.0,1.0
2956,Sim,2.0,671.0,2.0,1.0
2958,Sim,2.0,600.0,2.0,1.0
2964,Sim,2.0,591.0,2.0,1.0
2968,Sim,4.0,197.0,2.0,1.0
2972,Sim,2.0,809.0,2.0,1.0
2987,Sim,2.0,1543.0,2.0,1.0
2988,Sem Informação,missing,1666.0,2.0,1.0
2990,Sim,2.0,966.0,2.0,1.0
2994,Sim,2.0,1500.0,2.0,1.0
2997,Sim,2.0,366.0,2.0,1.0
2999,Sim,4.0,394.0,2.0,1.0
3001,Sim,4.0,237.0,2.0,1.0
3002,Sim,4.0,1550.0,2.0,1.0
3003,Sim,4.0,150.0,2.0,1.0
3005,Sim,2.0,788.0,2.0,1.0
3006,Sim,2.0,672.0,2.0,1.0
3023,Sim,4.0,666.0,2.0,1.0
3035,Sim,2.0,2192.0,2.0,1.0
3053,Sim,4.0,207.0,2.0,1.0
3062,Sim,4.0,280.0,2.0,1.0
3066,Sim,4.0,200.0,2.0,1.0
3069,Sim,2.0,286.0,2.0,1.0
3089,Sim,2.0,1492.0,2.0,1.0
3090,Sim,2.0,447.0,2.0,1.0
3091,Sem Informação,missing,788.0,2.0,1.0
3094,Sim,2.0,2297.0,2.0,1.0
3096,Sim,2.0,1250.0,2.0,1.0
3097,Sim,2.0,729.0,2.0,1.0
3099,Sim,2.0,788.0,2.0,1.0
3115,Sem Informação,missing,683.0,2.0,1.0
3122,Sim,2.0,1000.0,2.0,1.0
3123,Sim,2.0,3180.0,2.0,1.0
3155,Sem Informação,missing,303.0,2.0,1.0
3194,Sim,2.0,994.0,2.0,1.0
3195,Sem Informação,missing,620.0,2.0,1.0
3208,Não,2.0,1197.0,2.0,1.0
3216,Sim,4.0,950.0,2.0,1.0
3218,Sim,4.0,383.0,2.0,1.0
3222,Sem Informação,missing,315.0,2.0,1.0
3246,Sim,2.0,1581.0,2.0,1.0
3248,Sim,4.0,566.0,2.0,1.0
3277,Sim,2.0,9000.0,2.0,1.0
3279,Sim,2.0,266.0,2.0,1.0
3284,Sem Informação,missing,1537.0,2.0,1.0
3285,Sim,2.0,500.0,2.0,1.0
3287,Sim,2.0,385.0,2.0,1.0
3301,Sim,2.0,317.0,2.0,1.0
3303,Sim,2.0,669.0,2.0,1.0
3335,Sem Informação,missing,234.0,2.0,1.0
3339,Sem Informação,missing,266.0,2.0,1.0
3346,Sim,4.0,1600.0,2.0,1.0
3354,Sim,2.0,2900.0,2.0,1.0
3355,Sim,4.0,600.0,2.0,1.0
3356,Sim,4.0,993.0,2.0,1.0
3357,Sim,2.0,1083.0,2.0,1.0
3358,Sim,4.0,842.0,2.0,1.0
3359,Sim,2.0,375.0,2.0,1.0
3360,Sim,2.0,1677.0,2.0,1.0
3363,Sim,2.0,5000.0,2.0,1.0
3367,Sim,2.0,3100.0,2.0,1.0
3368,Sim,2.0,3075.0,2.0,1.0
3372,Sim,2.0,4142.0,2.0,1.0
3374,Sim,2.0,8333.0,2.0,1.0
3377,Sim,2.0,1166.0,2.0,1.0
3378,Sim,2.0,2166.0,2.0,1.0
3381,Sim,4.0,1200.0,2.0,1.0
3399,Sim,2.0,3600.0,2.0,1.0
3400,Sim,2.0,1250.0,2.0,1.0
3403,Sim,2.0,1000.0,2.0,1.0
3408,Não,2.0,2537.0,2.0,1.0
3409,Não,2.0,850.0,2.0,1.0
3410,Sim,2.0,1600.0,2.0,1.0
3419,Sim,2.0,1300.0,2.0,1.0
3420,Sim,2.0,1400.0,2.0,1.0
3428,Sim,2.0,775.0,2.0,1.0
3431,Sim,2.0,648.0,2.0,1.0
3432,Sim,2.0,3600.0,2.0,1.0
3433,Sim,2.0,1275.0,2.0,1.0
3434,Sem Informação,missing,12000.0,2.0,1.0
3435,Sim,2.0,1600.0,2.0,1.0
3436,Sim,2.0,1500.0,2.0,1.0
3437,Sim,2.0,4500.0,2.0,1.0
3441,Sim,2.0,5400.0,2.0,1.0
3446,Sim,4.0,1000.0,2.0,1.0
3448,Sim,2.0,1333.0,2.0,1.0
3449,Sim,2.0,2000.0,2.0,1.0
3450,Sim,2.0,862.0,2.0,1.0
3454,Sim,2.0,7746.0,2.0,1.0
3456,Sim,2.0,762.0,2.0,1.0
3457,Sim,2.0,2100.0,2.0,1.0
3458,Sim,2.0,875.0,2.0,1.0
3464,Sim,2.0,700.0,2.0,1.0
3465,Sim,4.0,707.0,2.0,1.0
3471,Sim,2.0,1250.0,2.0,1.0
3472,Sim,2.0,676.0,2.0,1.0
3473,Sem Informação,missing,225.0,2.0,1.0
3474,Sim,2.0,737.0,2.0,1.0
3480,Sim,4.0,2500.0,2.0,1.0
3486,Sim,2.0,1000.0,2.0,1.0
3488,Sem Informação,missing,200.0,2.0,1.0
3492,Sim,2.0,180.0,2.0,1.0
3493,Sim,2.0,1060.0,2.0,1.0
3494,Sim,2.0,700.0,2.0,1.0
3498,Sem Informação,missing,497.0,2.0,1.0
3500,Sim,2.0,400.0,2.0,1.0
3504,Sim,4.0,1500.0,2.0,1.0
3505,Sim,2.0,1733.0,2.0,1.0
3512,Sim,4.0,2550.0,2.0,1.0
3517,Sim,2.0,2766.0,2.0,1.0
3519,Sim,2.0,6000.0,2.0,1.0
3520,Sim,2.0,1000.0,2.0,1.0
3521,Sim,2.0,3120.0,2.0,1.0
3523,Sim,2.0,3011.0,2.0,1.0
3524,Sim,2.0,800.0,2.0,1.0
3527,Sim,2.0,1500.0,2.0,1.0
3531,Sim,2.0,783.0,2.0,1.0
3532,Sim,2.0,1266.0,2.0,1.0
3551,Sim,4.0,2800.0,2.0,1.0
3555,Sim,2.0,295.0,2.0,1.0
3557,Sim,2.0,1200.0,2.0,1.0
3559,Sim,2.0,1317.0,2.0,1.0
3561,Sim,2.0,839.0,2.0,1.0
3563,Sim,2.0,394.0,2.0,1.0
3564,Sim,2.0,2150.0,2.0,1.0
3565,Sim,2.0,896.0,2.0,1.0
3567,Sim,2.0,2550.0,2.0,1.0
3569,Não,2.0,900.0,2.0,1.0
3572,Sim,2.0,2775.0,2.0,1.0
3573,Sim,2.0,800.0,2.0,1.0
3574,Sim,2.0,831.0,2.0,1.0
3576,Sim,4.0,419.0,2.0,1.0
3580,Sim,2.0,1438.0,2.0,1.0
3582,Sem Informação,missing,4600.0,2.0,1.0
3584,Sem Informação,missing,900.0,2.0,1.0
3585,Sim,2.0,1000.0,2.0,1.0
3586,Sim,2.0,3350.0,2.0,1.0
3588,Sim,2.0,23000.0,2.0,1.0
3590,Sim,2.0,30000.0,2.0,1.0
3591,Sim,2.0,2125.0,2.0,1.0
3592,Sim,2.0,3500.0,2.0,1.0
3594,Sim,2.0,2033.0,2.0,1.0
3595,Sim,2.0,400.0,2.0,1.0
3598,Sim,2.0,475.0,2.0,1.0
3610,Sem Informação,missing,325.0,2.0,1.0
3612,Sim,2.0,256.0,2.0,1.0
3632,Sim,2.0,966.0,2.0,1.0
3641,Sim,4.0,529.0,2.0,1.0
3644,Sim,2.0,510.0,2.0,1.0
3651,Sem Informação,missing,525.0,2.0,1.0
3653,Sem Informação,missing,394.0,2.0,1.0
3654,Sim,2.0,1576.0,2.0,1.0
3655,Sem Informação,missing,766.0,2.0,1.0
3656,Sim,2.0,500.0,2.0,1.0
3673,Sim,2.0,720.0,2.0,1.0
3674,Sim,4.0,353.0,2.0,1.0
3677,Sim,2.0,400.0,2.0,1.0
3682,Sim,2.0,791.0,2.0,1.0
3683,Sim,2.0,1750.0,2.0,1.0
3684,Sim,2.0,383.0,2.0,1.0
3685,Sim,2.0,1097.0,2.0,1.0
3687,Sim,2.0,4750.0,2.0,1.0
3688,Sim,4.0,1640.0,2.0,1.0
3689,Sim,2.0,886.0,2.0,1.0
3690,Sem Informação,missing,2500.0,2.0,1.0
3691,Sim,2.0,1250.0,2.0,1.0
3692,Sim,2.0,2300.0,2.0,1.0
3694,Sim,2.0,3300.0,2.0,1.0
3695,Sim,2.0,2625.0,2.0,1.0
3696,Sim,2.0,2100.0,2.0,1.0
3697,Sim,4.0,480.0,2.0,1.0
3700,Sim,2.0,2000.0,2.0,1.0
3702,Sim,2.0,3000.0,2.0,1.0
3703,Sim,2.0,3197.0,2.0,1.0
3705,Sim,2.0,1366.0,2.0,1.0
3706,Sim,2.0,875.0,2.0,1.0
3707,Sim,2.0,5750.0,2.0,1.0
3708,Sim,2.0,1000.0,2.0,1.0
3710,Sim,2.0,1200.0,2.0,1.0
3711,Sim,4.0,250.0,2.0,1.0
3712,Sim,2.0,468.0,2.0,1.0
3715,Sim,2.0,662.0,2.0,1.0
3716,Sim,2.0,394.0,2.0,1.0
3717,Sim,2.0,733.0,2.0,1.0
3718,Sim,2.0,975.0,2.0,1.0
3720,Sim,2.0,400.0,2.0,1.0
3721,Sim,2.0,994.0,2.0,1.0
3722,Sim,2.0,2766.0,2.0,1.0
3723,Sim,2.0,1750.0,2.0,1.0
3724,Sim,2.0,2500.0,2.0,1.0
3726,Sim,2.0,1517.0,2.0,1.0
3728,Sim,2.0,1500.0,2.0,1.0
3729,Sim,2.0,1388.0,2.0,1.0
3730,Sim,2.0,4000.0,2.0,1.0
3731,Sim,2.0,1275.0,2.0,1.0
3732,Sim,4.0,350.0,2.0,1.0
3733,Sim,2.0,6500.0,2.0,1.0
3735,Sim,4.0,1262.0,2.0,1.0
3736,Sim,2.0,1000.0,2.0,1.0
3738,Sim,2.0,1668.0,2.0,1.0
3743,Sim,2.0,600.0,2.0,1.0
3744,Sim,2.0,1000.0,2.0,1.0
3747,Sim,2.0,750.0,2.0,1.0
3749,Sim,2.0,3000.0,2.0,1.0
3751,Sim,2.0,5800.0,2.0,1.0
3758,Sim,2.0,2500.0,2.0,1.0
3766,Sim,2.0,3100.0,2.0,1.0
3767,Sem Informação,missing,1333.0,2.0,1.0
3769,Sim,2.0,875.0,2.0,1.0
3773,Sim,4.0,382.0,2.0,1.0
3784,Sim,2.0,1433.0,2.0,1.0
3786,Sim,2.0,880.0,2.0,1.0
3788,Sim,2.0,1975.0,2.0,1.0
3792,Sim,2.0,557.0,2.0,1.0
3794,Sim,2.0,300.0,2.0,1.0
3795,Sem Informação,missing,317.0,2.0,1.0
3796,Sem Informação,missing,232.0,2.0,1.0
3800,Sim,2.0,500.0,2.0,1.0
3801,Não,2.0,525.0,2.0,1.0
3819,Sim,2.0,460.0,2.0,1.0
3828,Não,2.0,585.0,2.0,1.0
3833,Sim,2.0,1200.0,2.0,1.0
3835,Sim,2.0,1275.0,2.0,1.0
3837,Sim,2.0,4750.0,2.0,1.0
3838,Sim,2.0,1094.0,2.0,1.0
3849,Sim,4.0,999999999999.0,2.0,1.0
3850,Sim,2.0,1000.0,2.0,1.0
3852,Sim,4.0,223.0,2.0,1.0
3862,Sim,2.0,394.0,2.0,1.0
3863,Sim,2.0,1000.0,2.0,1.0
3864,Sim,2.0,1250.0,2.0,1.0
3866,Sim,2.0,2300.0,2.0,1.0
3867,Sim,2.0,1500.0,2.0,1.0
3868,Sim,2.0,500.0,2.0,1.0
3875,Sim,2.0,1100.0,2.0,1.0
3879,Sem Informação,missing,429.0,2.0,1.0
3880,Sim,4.0,878.0,2.0,1.0
3885,Sim,2.0,1087.0,2.0,1.0
3887,Sim,2.0,276.0,2.0,1.0
3892,Não,2.0,825.0,2.0,1.0
3907,Sim,2.0,894.0,2.0,1.0
3913,Sim,4.0,1000.0,2.0,1.0
3917,Sem Informação,missing,1400.0,2.0,1.0
3919,Sim,4.0,1100.0,2.0,1.0
3924,Sim,2.0,893.0,2.0,1.0
3925,Não,2.0,572.0,2.0,1.0
3926,Sim,2.0,933.0,2.0,1.0
3928,Sim,2.0,1265.0,2.0,1.0
3929,Sim,2.0,300.0,2.0,1.0
3935,Sim,2.0,4500.0,2.0,1.0
3944,Sim,2.0,750.0,2.0,1.0
3948,Sim,4.0,440.0,2.0,1.0
3961,Sim,4.0,356.0,2.0,1.0
3966,Não,2.0,1933.0,2.0,1.0
3967,Sim,2.0,417.0,2.0,1.0
3969,Sim,2.0,1295.0,2.0,1.0
3978,Sem Informação,missing,589.0,2.0,1.0
3983,Sim,2.0,14000.0,2.0,1.0
3989,Sim,4.0,798.0,2.0,1.0
3992,Sim,4.0,3516.0,2.0,1.0
3996,Sim,2.0,1117.0,2.0,1.0
4016,Sim,2.0,3000.0,2.0,1.0
4018,Sim,2.0,469.0,2.0,1.0
4021,Sim,2.0,529.0,2.0,1.0
4025,Sim,4.0,337.0,2.0,1.0
4026,Sim,2.0,525.0,2.0,1.0
4031,Sim,2.0,914.0,2.0,1.0
4032,Sim,2.0,1994.0,2.0,1.0
4035,Sim,2.0,600.0,2.0,1.0
4045,Sem Informação,missing,1250.0,2.0,1.0
4050,Não,2.0,1443.0,2.0,1.0
4053,Sim,2.0,317.0,2.0,1.0
4057,Sim,2.0,637.0,2.0,1.0
4061,Sim,2.0,1833.0,2.0,1.0
4062,Sim,2.0,907.0,2.0,1.0
4064,Sim,2.0,1100.0,2.0,1.0
4065,Sim,2.0,2300.0,2.0,1.0
4066,Sim,2.0,500.0,2.0,1.0
4072,Sim,2.0,400.0,2.0,1.0
4076,Sem Informação,missing,366.0,2.0,1.0
4079,Sem Informação,missing,227.0,2.0,1.0
4080,Sim,2.0,666.0,2.0,1.0
4084,Sim,4.0,447.0,2.0,1.0
4094,Sim,2.0,562.0,2.0,1.0
4099,Sem Informação,missing,473.0,2.0,1.0
4107,Sim,2.0,1333.0,2.0,1.0
4109,Sim,4.0,394.0,2.0,1.0
4110,Sim,4.0,293.0,2.0,1.0
4113,Sim,2.0,500.0,2.0,1.0
4121,Sim,4.0,1800.0,2.0,1.0
4127,Sim,2.0,1250.0,2.0,1.0
4130,Sim,2.0,1000.0,2.0,1.0
4131,Sim,2.0,950.0,2.0,1.0
4139,Sim,4.0,515.0,2.0,1.0
4147,Não,2.0,1666.0,2.0,1.0
4148,Sim,4.0,2350.0,2.0,1.0
4149,Sim,2.0,2400.0,2.0,1.0
4156,Sem Informação,missing,373.0,2.0,1.0
4158,Sim,2.0,1775.0,2.0,1.0
4162,Sim,2.0,425.0,2.0,1.0
4163,Sem Informação,missing,1133.0,2.0,1.0
4164,Sim,2.0,1203.0,2.0,1.0
4165,Sim,2.0,2900.0,2.0,1.0
4168,Sim,2.0,1075.0,2.0,1.0
4170,Sim,2.0,666.0,2.0,1.0
4171,Sim,2.0,300.0,2.0,1.0
4175,Sem Informação,missing,2750.0,2.0,1.0
4187,Sim,4.0,374.0,2.0,1.0
4198,Sim,4.0,1400.0,2.0,1.0
4246,Sim,2.0,700.0,2.0,1.0
4248,Sim,2.0,1000.0,2.0,1.0
4249,Sim,2.0,614.0,2.0,1.0
4256,Sim,2.0,554.0,2.0,1.0
4260,Sim,2.0,750.0,2.0,1.0
4262,Sim,2.0,3400.0,2.0,1.0
4263,Sem Informação,missing,473.0,2.0,1.0
4264,Sim,2.0,4661.0,2.0,1.0
4267,Sim,4.0,342.0,2.0,1.0
4269,Sem Informação,missing,494.0,2.0,1.0
4273,Sim,2.0,1250.0,2.0,1.0
4297,Sim,2.0,937.0,2.0,1.0
4303,Sem Informação,missing,337.0,2.0,1.0
4305,Não,2.0,430.0,2.0,1.0
4307,Sim,4.0,10800.0,2.0,1.0
4311,Sem Informação,missing,284.0,2.0,1.0
4314,Não,2.0,444.0,2.0,1.0
4316,Sim,2.0,385.0,2.0,1.0
4318,Sem Informação,missing,377.0,2.0,1.0
4320,Não,2.0,1000.0,2.0,1.0
4326,Não,2.0,5900.0,2.0,1.0
4327,Sim,2.0,6000.0,2.0,1.0
4338,Sem Informação,missing,999999999999.0,2.0,1.0
4343,Sim,4.0,590.0,2.0,1.0
4346,Sem Informação,missing,999999999999.0,2.0,1.0
4347,Sim,2.0,1506.0,2.0,1.0
4383,Sim,2.0,1186.0,2.0,1.0
4387,Sim,2.0,505.0,2.0,1.0
4389,Não,2.0,280.0,2.0,1.0
4390,Não,2.0,360.0,2.0,1.0
4396,Sem Informação,missing,3000.0,2.0,1.0
4403,Sim,4.0,538.0,2.0,1.0
4409,Sim,2.0,7250.0,2.0,1.0
4419,Sem Informação,missing,788.0,2.0,1.0
4424,Sim,2.0,960.0,2.0,1.0
4429,Sim,4.0,500.0,2.0,1.0
4430,Sim,2.0,2466.0,2.0,1.0
4434,Sem Informação,missing,825.0,2.0,1.0
4440,Não,2.0,1569.0,2.0,1.0
4466,Sim,4.0,1200.0,2.0,1.0
4468,Sim,2.0,1500.0,2.0,1.0
4477,Sim,2.0,1228.0,2.0,1.0
4482,Não,2.0,1250.0,2.0,1.0
4483,Sem Informação,missing,834.0,2.0,1.0
4484,Sem Informação,missing,1120.0,2.0,1.0
4485,Sem Informação,missing,196.0,2.0,1.0
4488,Sim,2.0,2075.0,2.0,1.0
4499,Sim,2.0,592.0,2.0,1.0
4500,Sem Informação,missing,350.0,2.0,1.0
4501,Sem Informação,missing,321.0,2.0,1.0
4504,Sem Informação,missing,292.0,2.0,1.0
4534,Sim,4.0,2250.0,2.0,1.0
4542,Sim,4.0,1000.0,2.0,1.0
4566,Sim,2.0,880.0,2.0,1.0
4619,Sem Informação,missing,260.0,2.0,1.0
4622,Sim,4.0,1250.0,2.0,1.0
4625,Sem Informação,missing,1100.0,2.0,1.0
4626,Sem Informação,missing,500.0,2.0,1.0
4627,Sim,4.0,652.0,2.0,1.0
4628,Sem Informação,missing,800.0,2.0,1.0
4629,Sim,2.0,369.0,2.0,1.0
4631,Sim,2.0,1150.0,2.0,1.0
4632,Sem Informação,missing,1166.0,2.0,1.0
4634,Sem Informação,missing,1544.0,2.0,1.0
4636,Sem Informação,missing,307.0,2.0,1.0
4638,Sem Informação,missing,783.0,2.0,1.0
4639,Sem Informação,missing,1012.0,2.0,1.0
4646,Sim,2.0,866.0,2.0,1.0
4668,Sem Informação,missing,397.0,2.0,1.0
4669,Sem Informação,missing,850.0,2.0,1.0
4673,Sem Informação,missing,330.0,2.0,1.0
4674,Sem Informação,missing,50.0,2.0,1.0
4676,Sem Informação,missing,233.0,2.0,1.0
4678,Sem Informação,missing,232.0,2.0,1.0
4680,Sem Informação,missing,256.0,2.0,1.0
4681,Sem Informação,missing,500.0,2.0,1.0
4684,Sem Informação,missing,135.0,2.0,1.0
4699,Sim,2.0,809.0,2.0,1.0
4701,Sem Informação,missing,566.0,2.0,1.0
4703,Sem Informação,missing,352.0,2.0,1.0
4704,Sem Informação,missing,788.0,2.0,1.0
4706,Sim,2.0,3800.0,2.0,1.0
4707,Sem Informação,missing,788.0,2.0,1.0
4708,Sem Informação,missing,1509.0,2.0,1.0
4710,Sim,4.0,694.0,2.0,1.0
4731,Sem Informação,missing,962.0,2.0,1.0
4732,Sem Informação,missing,380.0,2.0,1.0
4802,Sim,4.0,800.0,2.0,1.0
4811,Sim,2.0,575.0,2.0,1.0
4815,Sim,2.0,559.0,2.0,1.0
4818,Sim,2.0,450.0,2.0,1.0
4834,Sim,4.0,322.0,2.0,1.0
